id,maintenance_fund_id,year,amount,created_at,updated_at,fee_collection_type_id,how_collected,other_fee_type
14578,2396,2016,See Below,2015-12-30 20:34:03.723256,2015-12-30 20:34:03.723256,956606309,,
14579,2400,2016,See Below,2015-12-30 20:34:16.21288,2015-12-30 20:34:16.21288,956606309,,
14580,6179,2016,See Below,2015-12-30 20:34:26.151137,2015-12-30 20:34:26.151137,956606309,,
14583,5807,2016,See Below,2015-12-30 20:34:58.232082,2015-12-30 20:34:58.232082,956606309,,
14585,2684,2016,See Below,2015-12-30 20:47:35.795844,2015-12-30 20:47:35.795844,956606309,,
14588,5708,2016,See Below,2015-12-30 20:48:17.258005,2015-12-30 20:48:17.258005,956606309,,
14589,3038,2016,See Below,2015-12-30 20:48:40.429463,2015-12-30 20:48:40.429463,956606309,,
14590,5752,2016,See Below,2015-12-30 20:48:57.526272,2015-12-30 20:48:57.526272,956606309,,
14593,3159,2016,See Below,2015-12-30 20:50:31.093231,2015-12-30 20:50:31.093231,956606309,,
14598,3085,2016,See Below,2015-12-30 20:52:10.336521,2015-12-30 20:52:10.336521,956606309,,
14600,3405,2016,See Below,2015-12-30 20:52:37.475491,2015-12-30 20:52:37.475491,956606309,,
14601,3411,2016,See Below,2015-12-30 20:52:49.384663,2015-12-30 20:52:49.384663,956606309,,
14603,3453,2016,See Below,2015-12-30 20:53:12.547041,2015-12-30 20:53:12.547041,956606309,,
14605,3473,2016,See Below,2015-12-30 20:53:36.472528,2015-12-30 20:53:36.472528,956606309,,
14607,3482,2016,See Below,2015-12-30 20:53:57.504723,2015-12-30 20:53:57.504723,956606309,,
14609,3556,2016,See Below,2015-12-30 20:54:31.440929,2015-12-30 20:54:31.440929,956606309,,
14610,3560,2016,See Below,2015-12-30 20:55:00.05015,2015-12-30 20:55:00.05015,956606309,,
14614,3675,2016,See Below,2015-12-30 20:55:39.653387,2015-12-30 20:55:39.653387,956606309,,
14615,3703,2016,See Below,2015-12-30 20:56:06.80833,2015-12-30 20:56:06.80833,956606309,,
14616,3708,2016,See Below,2015-12-30 20:57:42.105306,2015-12-30 20:57:42.105306,956606309,,
14618,3752,2016,See Below,2015-12-30 20:59:28.189796,2015-12-30 20:59:28.189796,956606309,,
14627,3976,2016,See Below,2015-12-30 21:01:34.38413,2015-12-30 21:01:34.38413,956606309,,
14628,4053,2016,See Below,2015-12-30 21:01:47.56978,2015-12-30 21:01:47.56978,956606309,,
14629,4085,2016,See Below,2015-12-30 21:01:58.501139,2015-12-30 21:01:58.501139,956606309,,
14631,4097,2016,See Below,2015-12-30 21:02:19.346875,2015-12-30 21:02:19.346875,956606309,,
14632,4098,2016,See Below,2015-12-30 21:03:01.524734,2015-12-30 21:03:01.524734,956606309,,
14635,4166,2016,See Below,2015-12-30 21:03:42.908904,2015-12-30 21:03:42.908904,956606309,,
14636,4181,2016,See Below,2015-12-30 21:05:29.038152,2015-12-30 21:05:29.038152,956606309,,
14638,5950,2016,See Below,2015-12-30 21:05:50.749042,2015-12-30 21:05:50.749042,956606309,,
14641,5502,2016,See Below,2015-12-30 21:06:22.817921,2015-12-30 21:06:22.817921,956606309,,
14642,4261,2016,See Below,2015-12-30 21:06:34.421615,2015-12-30 21:06:34.421615,956606309,,
14643,4265,2016,See Below,2015-12-30 21:06:43.689735,2015-12-30 21:06:43.689735,956606309,,
14644,4288,2016,See Below,2015-12-30 21:06:53.91868,2015-12-30 21:06:53.91868,956606309,,
14645,4299,2016,See Below,2015-12-30 21:07:04.30494,2015-12-30 21:07:04.30494,956606309,,
14648,5372,2016,See Below,2015-12-30 21:07:46.51787,2015-12-30 21:07:46.51787,956606309,,
14655,4422,2016,See Below,2015-12-30 21:09:34.612408,2015-12-30 21:09:34.612408,956606309,,
14659,4498,2016,See Below,2015-12-30 21:10:19.305536,2015-12-30 21:10:19.305536,956606309,,
14660,4529,2016,See Below,2015-12-30 21:10:44.215475,2015-12-30 21:10:44.215475,956606309,,
14665,4656,2016,See Below,2015-12-30 21:11:33.297394,2015-12-30 21:11:33.297394,956606309,,
14667,4649,2016,See Below,2015-12-30 21:11:56.032242,2015-12-30 21:11:56.032242,956606309,,
14668,4724,2016,See Below,2015-12-30 21:12:06.575277,2015-12-30 21:12:06.575277,956606309,,
14670,4890,2016,See Below,2015-12-30 21:12:37.670577,2015-12-30 21:12:37.670577,956606309,,
14673,5877,2016,See Below,2015-12-30 21:13:09.696563,2015-12-30 21:13:09.696563,956606309,,
14674,4942,2016,See Below,2015-12-30 21:13:21.462907,2015-12-30 21:13:21.462907,956606309,,
14675,4956,2016,See Below,2015-12-30 21:13:32.733178,2015-12-30 21:13:32.733178,956606309,,
14676,4961,2016,See Below,2015-12-30 21:13:42.4854,2015-12-30 21:13:42.4854,956606309,,
14678,5059,2016,See Below,2015-12-30 21:14:04.132434,2015-12-30 21:14:04.132434,956606309,,
14683,5097,2016,See Below,2015-12-30 21:15:55.139249,2015-12-30 21:15:55.139249,956606309,,
14688,5545,2016,See Below,2015-12-30 21:16:42.908892,2015-12-30 21:16:42.908892,956606309,,
14689,5205,2016,See Below,2015-12-30 21:16:52.016119,2015-12-30 21:16:52.016119,956606309,,
14690,5867,2016,See Below,2015-12-30 21:17:00.922829,2015-12-30 21:17:00.922829,956606309,,
14691,5253,2016,See Below,2015-12-30 21:30:34.645259,2015-12-30 21:30:34.645259,956606309,,
14692,176,2016,See Below,2015-12-30 21:30:45.275947,2015-12-30 21:30:45.275947,956606309,,
14693,217,2016,See Below,2015-12-30 21:30:54.416826,2015-12-30 21:30:54.416826,956606309,,
14694,261,2016,See Below,2015-12-30 21:31:08.377957,2015-12-30 21:31:08.377957,956606309,,
14696,5450,2016,See Below,2015-12-30 21:32:04.861237,2015-12-30 21:32:04.861237,956606309,,
14701,5444,2016,See Below,2015-12-30 21:33:10.22361,2015-12-30 21:33:10.22361,956606309,,
14705,435,2016,See Below,2015-12-30 21:33:56.663828,2015-12-30 21:33:56.663828,956606309,,
14708,530,2016,See Below,2015-12-30 21:34:32.919606,2015-12-30 21:34:32.919606,956606309,,
14709,552,2016,See Below,2015-12-30 21:34:44.375735,2015-12-30 21:34:44.375735,956606309,,
14710,565,2016,See Below,2015-12-30 21:34:55.61159,2015-12-30 21:34:55.61159,956606309,,
14711,5312,2016,See Below,2015-12-30 21:35:07.685154,2015-12-30 21:35:07.685154,956606309,,
14712,581,2016,See Below,2015-12-30 21:35:17.367771,2015-12-30 21:35:17.367771,956606309,,
14716,5461,2016,See Below,2015-12-30 21:37:19.404615,2015-12-30 21:37:19.404615,956606309,,
14719,6153,2016,See Below,2015-12-30 21:37:52.925278,2015-12-30 21:37:52.925278,956606309,,
14721,892,2016,See Below,2015-12-30 21:38:11.528687,2015-12-30 21:38:11.528687,956606309,,
14722,899,2016,See Below,2015-12-30 21:38:22.985429,2015-12-30 21:38:22.985429,956606309,,
14727,962,2016,See Below,2015-12-30 21:39:21.482642,2015-12-30 21:39:21.482642,956606309,,
14730,1001,2016,See Below,2015-12-30 21:39:55.895629,2015-12-30 21:39:55.895629,956606309,,
14731,3956,2016,See Below,2015-12-30 21:40:10.680433,2015-12-30 21:40:10.680433,956606309,,
14734,1051,2016,See Below,2015-12-30 21:40:50.874674,2015-12-30 21:40:50.874674,956606309,,
14735,1080,2016,See Below,2015-12-30 21:41:05.140481,2015-12-30 21:41:05.140481,956606309,,
14739,3465,2016,$ VARIES P/M,2015-12-30 21:41:49.685071,2015-12-30 21:41:49.685071,715507355,,
14742,1199,2016,See Below,2015-12-30 21:42:53.634326,2015-12-30 21:42:53.634326,956606309,,
14743,5746,2016,See Below,2015-12-30 21:43:03.870868,2015-12-30 21:43:03.870868,956606309,,
14744,1265,2016,See Below,2015-12-30 21:43:14.450117,2015-12-30 21:43:14.450117,956606309,,
14746,1306,2016,See Below,2015-12-30 21:43:36.306255,2015-12-30 21:43:36.306255,956606309,,
14748,1358,2016,See Below,2015-12-30 21:44:15.272339,2015-12-30 21:44:15.272339,956606309,,
14749,1362,2016,See Below,2015-12-30 21:44:27.103109,2015-12-30 21:44:27.103109,956606309,,
14751,1377,2016,See Below,2015-12-30 21:44:46.068368,2015-12-30 21:44:46.068368,956606309,,
14752,1385,2016,See Below,2015-12-30 21:44:58.920956,2015-12-30 21:44:58.920956,956606309,,
14753,1395,2016,See Below,2015-12-30 21:45:08.894198,2015-12-30 21:45:08.894198,956606309,,
14754,6008,2016,See Below,2015-12-30 21:45:18.74561,2015-12-30 21:45:18.74561,956606309,,
14756,1472,2016,See Below,2015-12-30 21:45:38.384422,2015-12-30 21:45:38.384422,956606309,,
14646,4309,2016,$ VARIES P/M,2015-12-30 21:07:21.513262,2016-08-23 17:05:25.439545,715507355,,
14546,1788,2016,See Below,2015-12-30 20:25:49.410599,2015-12-30 20:25:49.410599,956606309,,
14547,5782,2016,See Below,2015-12-30 20:26:04.246273,2015-12-30 20:26:04.246273,956606309,,
14550,1865,2016,See Below,2015-12-30 20:26:55.672155,2015-12-30 20:26:55.672155,956606309,,
14551,1861,2016,See Below,2015-12-30 20:27:11.421323,2015-12-30 20:27:11.421323,956606309,,
14552,1881,2016,See Below,2015-12-30 20:27:25.826131,2015-12-30 20:27:25.826131,956606309,,
14554,1885,2016,See Below,2015-12-30 20:28:10.163987,2015-12-30 20:28:10.163987,956606309,,
14556,1775,2016,See Below,2015-12-30 20:28:34.055165,2015-12-30 20:28:34.055165,956606309,,
14557,1962,2016,See Below,2015-12-30 20:28:47.103508,2015-12-30 20:28:47.103508,956606309,,
14558,2042,2016,See Below,2015-12-30 20:28:58.544138,2015-12-30 20:28:58.544138,956606309,,
14560,5709,2016,See Below,2015-12-30 20:29:56.037851,2015-12-30 20:29:56.037851,956606309,,
14561,6177,2016,See Below,2015-12-30 20:30:07.047263,2015-12-30 20:30:07.047263,956606309,,
14562,2135,2016,See Below,2015-12-30 20:30:20.432584,2015-12-30 20:30:20.432584,956606309,,
14563,2189,2016,See Below,2015-12-30 20:30:33.241541,2015-12-30 20:30:33.241541,956606309,,
14567,2224,2016,See Below,2015-12-30 20:31:31.039296,2015-12-30 20:31:31.039296,956606309,,
14568,2225,2016,See Below,2015-12-30 20:31:43.078754,2015-12-30 20:31:43.078754,956606309,,
14571,2302,2016,See Below,2015-12-30 20:32:27.06281,2015-12-30 20:32:27.06281,956606309,,
14572,2305,2016,See Below,2015-12-30 20:32:39.043475,2015-12-30 20:32:39.043475,956606309,,
14573,2346,2016,See Below,2015-12-30 20:32:57.301294,2015-12-30 20:32:57.301294,956606309,,
14577,2321,2016,See Below,2015-12-30 20:33:51.736976,2015-12-30 20:33:51.736976,956606309,,
14581,2513,2016,See Below,2015-12-30 20:34:35.681915,2015-12-30 20:34:35.681915,956606309,,
14582,2551,2016,See Below,2015-12-30 20:34:47.733114,2015-12-30 20:34:47.733114,956606309,,
14584,2595,2016,See Below,2015-12-30 20:35:08.939504,2015-12-30 20:35:08.939504,956606309,,
14586,2934,2016,See Below,2015-12-30 20:47:46.699745,2015-12-30 20:47:46.699745,956606309,,
14587,2941,2016,See Below,2015-12-30 20:48:06.572012,2015-12-30 20:48:06.572012,956606309,,
14591,3094,2016,See Below,2015-12-30 20:49:54.395417,2015-12-30 20:49:54.395417,956606309,,
14592,3104,2016,See Below,2015-12-30 20:50:15.290956,2015-12-30 20:50:15.290956,956606309,,
14594,3168,2016,See Below,2015-12-30 20:50:48.268679,2015-12-30 20:50:48.268679,956606309,,
14595,5815,2016,See Below,2015-12-30 20:50:59.705332,2015-12-30 20:50:59.705332,956606309,,
14596,3240,2016,See Below,2015-12-30 20:51:10.751313,2015-12-30 20:51:10.751313,956606309,,
14597,5903,2016,See Below,2015-12-30 20:51:41.739393,2015-12-30 20:51:41.739393,956606309,,
14599,3317,2016,See Below,2015-12-30 20:52:23.954244,2015-12-30 20:52:23.954244,956606309,,
14602,3443,2016,See Below,2015-12-30 20:53:00.84908,2015-12-30 20:53:00.84908,956606309,,
14606,3479,2016,See Below,2015-12-30 20:53:46.965412,2015-12-30 20:53:46.965412,956606309,,
14608,3485,2016,See Below,2015-12-30 20:54:15.899286,2015-12-30 20:54:15.899286,956606309,,
14611,3562,2016,See Below,2015-12-30 20:55:08.281322,2015-12-30 20:55:08.281322,956606309,,
14612,3618,2016,See Below,2015-12-30 20:55:18.346439,2015-12-30 20:55:18.346439,956606309,,
14613,3669,2016,See Below,2015-12-30 20:55:28.498169,2015-12-30 20:55:28.498169,956606309,,
14617,3709,2016,See Below,2015-12-30 20:57:58.365886,2015-12-30 20:57:58.365886,956606309,,
14619,3798,2016,See Below,2015-12-30 20:59:39.64664,2015-12-30 20:59:39.64664,956606309,,
14621,6175,2016,See Below,2015-12-30 21:00:03.457269,2015-12-30 21:00:03.457269,956606309,,
14622,3893,2016,See Below,2015-12-30 21:00:17.432123,2015-12-30 21:00:17.432123,956606309,,
14623,3915,2016,See Below,2015-12-30 21:00:30.396195,2015-12-30 21:00:30.396195,956606309,,
14624,3948,2016,See Below,2015-12-30 21:00:44.548344,2015-12-30 21:00:44.548344,956606309,,
14625,3954,2016,See Below,2015-12-30 21:01:06.103696,2015-12-30 21:01:06.103696,956606309,,
14626,3978,2016,See Below,2015-12-30 21:01:18.967822,2015-12-30 21:01:18.967822,956606309,,
14630,4086,2016,See Below,2015-12-30 21:02:09.326223,2015-12-30 21:02:09.326223,956606309,,
14634,4149,2016,See Below,2015-12-30 21:03:24.697565,2015-12-30 21:03:24.697565,956606309,,
14637,4191,2016,See Below,2015-12-30 21:05:40.024623,2015-12-30 21:05:40.024623,956606309,,
14639,4221,2016,See Below,2015-12-30 21:06:00.467153,2015-12-30 21:06:00.467153,956606309,,
14647,5374,2016,See Below,2015-12-30 21:07:36.081094,2015-12-30 21:07:36.081094,956606309,,
14649,4340,2016,See Below,2015-12-30 21:07:57.840714,2015-12-30 21:07:57.840714,956606309,,
14650,4342,2016,See Below,2015-12-30 21:08:09.606052,2015-12-30 21:08:09.606052,956606309,,
14651,6020,2016,See Below,2015-12-30 21:08:20.16752,2015-12-30 21:08:20.16752,956606309,,
14652,3687,2016,See Below,2015-12-30 21:08:30.419422,2015-12-30 21:08:30.419422,956606309,,
14653,4365,2016,See Below,2015-12-30 21:08:47.038207,2015-12-30 21:08:47.038207,956606309,,
14654,4378,2016,See Below,2015-12-30 21:08:59.879134,2015-12-30 21:08:59.879134,956606309,,
14656,5866,2016,See Below,2015-12-30 21:09:47.138408,2015-12-30 21:09:47.138408,956606309,,
14657,4464,2016,See Below,2015-12-30 21:09:56.302874,2015-12-30 21:09:56.302874,956606309,,
14658,4469,2016,See Below,2015-12-30 21:10:07.57601,2015-12-30 21:10:07.57601,956606309,,
14661,4545,2016,See Below,2015-12-30 21:10:53.239761,2015-12-30 21:10:53.239761,956606309,,
14662,4573,2016,See Below,2015-12-30 21:11:02.567506,2015-12-30 21:11:02.567506,956606309,,
14663,5954,2016,See Below,2015-12-30 21:11:15.585345,2015-12-30 21:11:15.585345,956606309,,
14664,4644,2016,See Below,2015-12-30 21:11:24.475524,2015-12-30 21:11:24.475524,956606309,,
14666,4642,2016,See Below,2015-12-30 21:11:45.44339,2015-12-30 21:11:45.44339,956606309,,
14669,5677,2016,See Below,2015-12-30 21:12:22.891636,2015-12-30 21:12:22.891636,956606309,,
14671,4901,2016,See Below,2015-12-30 21:12:48.572481,2015-12-30 21:12:48.572481,956606309,,
14672,4816,2016,See Below,2015-12-30 21:12:59.707268,2015-12-30 21:12:59.707268,956606309,,
14677,4962,2016,See Below,2015-12-30 21:13:52.419222,2015-12-30 21:13:52.419222,956606309,,
14679,5067,2016,See Below,2015-12-30 21:14:14.727234,2015-12-30 21:14:14.727234,956606309,,
14680,5088,2016,See Below,2015-12-30 21:14:25.042998,2015-12-30 21:14:25.042998,956606309,,
14681,5089,2016,See Below,2015-12-30 21:15:08.608361,2015-12-30 21:15:08.608361,956606309,,
14682,5096,2016,See Below,2015-12-30 21:15:25.156668,2015-12-30 21:15:25.156668,956606309,,
14684,5346,2016,See Below,2015-12-30 21:16:05.59418,2015-12-30 21:16:05.59418,956606309,,
14685,5140,2016,See Below,2015-12-30 21:16:17.627491,2015-12-30 21:16:17.627491,956606309,,
14686,5159,2016,See Below,2015-12-30 21:16:24.902945,2015-12-30 21:16:24.902945,956606309,,
14687,5549,2016,See Below,2015-12-30 21:16:33.891658,2015-12-30 21:16:33.891658,956606309,,
14695,5258,2016,See Below,2015-12-30 21:31:26.101695,2015-12-30 21:31:26.101695,956606309,,
14697,356,2016,See Below,2015-12-30 21:32:17.475226,2015-12-30 21:32:17.475226,956606309,,
14698,358,2016,See Below,2015-12-30 21:32:30.447445,2015-12-30 21:32:30.447445,956606309,,
14699,375,2016,See Below,2015-12-30 21:32:42.224867,2015-12-30 21:32:42.224867,956606309,,
14700,397,2016,See Below,2015-12-30 21:32:53.97553,2015-12-30 21:32:53.97553,956606309,,
14702,403,2016,See Below,2015-12-30 21:33:22.99007,2015-12-30 21:33:22.99007,956606309,,
14703,421,2016,See Below,2015-12-30 21:33:36.033717,2015-12-30 21:33:36.033717,956606309,,
14704,423,2016,See Below,2015-12-30 21:33:46.501728,2015-12-30 21:33:46.501728,956606309,,
14706,436,2016,See Below,2015-12-30 21:34:07.550736,2015-12-30 21:34:07.550736,956606309,,
14707,488,2016,See Below,2015-12-30 21:34:17.482721,2015-12-30 21:34:17.482721,956606309,,
14713,652,2016,See Below,2015-12-30 21:35:31.055819,2015-12-30 21:35:31.055819,956606309,,
14714,664,2016,See Below,2015-12-30 21:35:42.208968,2015-12-30 21:35:42.208968,956606309,,
14715,674,2016,See Below,2015-12-30 21:36:20.246936,2015-12-30 21:36:20.246936,956606309,,
14717,791,2016,See Below,2015-12-30 21:37:29.173115,2015-12-30 21:37:29.173115,956606309,,
14633,4111,2016,$ 300.00,2015-12-30 21:03:12.471741,2016-03-14 19:53:38.134122,943965439,,
14576,5569,2016,"1,460.00",2015-12-30 20:33:41.07798,2016-05-09 18:36:20.281449,943965439,,
14640,5539,2016,$ VARIES P/M,2015-12-30 21:06:11.828829,2016-11-02 15:01:16.39368,715507355,,
14549,5397,2016,$ 188.00 p/m,2015-12-30 20:26:42.132668,2016-12-16 20:33:01.144951,715507355,,
14718,838,2016,See Below,2015-12-30 21:37:38.311996,2015-12-30 21:37:38.311996,956606309,,
14720,868,2016,See Below,2015-12-30 21:38:02.387967,2015-12-30 21:38:02.387967,956606309,,
14723,925,2016,See Below,2015-12-30 21:38:33.906746,2015-12-30 21:38:33.906746,956606309,,
14724,927,2016,See Below,2015-12-30 21:38:50.507144,2015-12-30 21:38:50.507144,956606309,,
14725,930,2016,See Below,2015-12-30 21:39:00.031953,2015-12-30 21:39:00.031953,956606309,,
14726,945,2016,See Below,2015-12-30 21:39:09.67543,2015-12-30 21:39:09.67543,956606309,,
14728,978,2016,See Below,2015-12-30 21:39:33.990543,2015-12-30 21:39:33.990543,956606309,,
14729,990,2016,See Below,2015-12-30 21:39:44.100327,2015-12-30 21:39:44.100327,956606309,,
14732,1008,2016,See Below,2015-12-30 21:40:21.967345,2015-12-30 21:40:21.967345,956606309,,
14733,1032,2016,See Below,2015-12-30 21:40:41.687348,2015-12-30 21:40:41.687348,956606309,,
14736,1089,2016,See Below,2015-12-30 21:41:16.381801,2015-12-30 21:41:16.381801,956606309,,
14737,1094,2016,See Below,2015-12-30 21:41:26.378598,2015-12-30 21:41:26.378598,956606309,,
14738,1104,2016,See Below,2015-12-30 21:41:46.169586,2015-12-30 21:41:46.169586,956606309,,
14740,1183,2016,See Below,2015-12-30 21:41:57.540135,2015-12-30 21:41:57.540135,956606309,,
14741,1185,2016,See Below,2015-12-30 21:42:11.023892,2015-12-30 21:42:11.023892,956606309,,
14745,1281,2016,See Below,2015-12-30 21:43:24.611331,2015-12-30 21:43:24.611331,956606309,,
14747,1352,2016,See Below,2015-12-30 21:43:59.223702,2015-12-30 21:43:59.223702,956606309,,
14750,5819,2016,See Below,2015-12-30 21:44:36.297043,2015-12-30 21:44:36.297043,956606309,,
14755,1468,2016,See Below,2015-12-30 21:45:28.054594,2015-12-30 21:45:28.054594,956606309,,
14757,1507,2016,See Below,2015-12-30 21:45:49.983089,2015-12-30 21:45:49.983089,956606309,,
14760,1631,2016,See Below,2015-12-30 21:46:24.021473,2015-12-30 21:46:24.021473,956606309,,
14762,5991,2016,See Below,2015-12-30 21:46:46.876624,2015-12-30 21:46:46.876624,956606309,,
14764,1713,2016,See Below,2015-12-30 21:47:07.348534,2015-12-30 21:47:07.348534,956606309,,
14767,6128,2016,See Below,2015-12-30 21:50:20.920447,2015-12-30 21:50:20.920447,956606309,,
14768,1925,2016,See Below,2015-12-30 21:50:29.847989,2015-12-30 21:50:29.847989,956606309,,
14769,2023,2016,See Below,2015-12-30 21:50:40.208356,2015-12-30 21:50:40.208356,956606309,,
14771,2171,2016,See Below,2015-12-30 21:51:03.851625,2015-12-30 21:51:03.851625,956606309,,
14772,2197,2016,See Below,2015-12-30 21:52:12.811718,2015-12-30 21:52:12.811718,956606309,,
14775,5696,2016,See Below,2015-12-30 21:52:53.777965,2015-12-30 21:52:53.777965,956606309,,
14778,2311,2016,See Below,2015-12-30 21:53:25.59824,2015-12-30 21:53:25.59824,956606309,,
14779,2318,2016,See Below,2015-12-30 21:53:37.353208,2015-12-30 21:53:37.353208,956606309,,
14780,5777,2016,See Below,2015-12-30 21:53:46.25672,2015-12-30 21:53:46.25672,956606309,,
14784,2547,2016,See Below,2015-12-30 21:54:36.790809,2015-12-30 21:54:36.790809,956606309,,
14785,2571,2016,See Below,2015-12-30 21:54:50.042379,2015-12-30 21:54:50.042379,956606309,,
14786,2604,2016,See Below,2015-12-30 21:55:00.120301,2015-12-30 21:55:00.120301,956606309,,
14787,2624,2016,See Below,2015-12-30 21:55:10.563935,2015-12-30 21:55:10.563935,956606309,,
14793,3227,2016,See Below,2015-12-30 21:56:35.352093,2015-12-30 21:56:35.352093,956606309,,
14795,3190,2016,See Below,2015-12-30 21:56:58.495006,2015-12-30 21:56:58.495006,956606309,,
14799,2695,2016,See Below,2015-12-30 21:58:09.50292,2015-12-30 21:58:09.50292,956606309,,
14800,2755,2016,See Below,2015-12-30 21:58:18.364988,2015-12-30 21:58:18.364988,956606309,,
14801,2757,2016,See Below,2015-12-30 21:58:29.026205,2015-12-30 21:58:29.026205,956606309,,
14806,2784,2016,See Below,2015-12-30 21:59:31.094624,2015-12-30 21:59:31.094624,956606309,,
14808,5548,2016,See Below,2015-12-30 22:00:09.416914,2015-12-30 22:00:09.416914,956606309,,
14810,2939,2016,See Below,2015-12-30 22:00:36.6576,2015-12-30 22:00:36.6576,956606309,,
14817,4188,2016,$ 670.00,2015-12-30 22:02:45.408034,2015-12-30 22:02:45.408034,943965439,,
14818,5413,2016,See Below,2015-12-30 22:12:48.61802,2015-12-30 22:12:48.61802,956606309,,
14820,3287,2016,See Below,2015-12-30 22:13:07.296904,2015-12-30 22:13:07.296904,956606309,,
14821,3302,2016,See Below,2015-12-30 22:13:18.08425,2015-12-30 22:13:18.08425,956606309,,
14822,3303,2016,See Below,2015-12-30 22:13:39.317377,2015-12-30 22:13:39.317377,956606309,,
14824,6155,2016,See Below,2015-12-30 22:14:03.55869,2015-12-30 22:14:03.55869,956606309,,
14826,3341,2016,See Below,2015-12-30 22:14:25.239837,2015-12-30 22:14:25.239837,956606309,,
14827,3392,2016,See Below,2015-12-30 22:14:35.147382,2015-12-30 22:14:35.147382,956606309,,
14828,3434,2016,See Below,2015-12-30 22:14:44.884705,2015-12-30 22:14:44.884705,956606309,,
14831,6140,2016,See Below,2015-12-30 22:15:17.09932,2015-12-30 22:15:17.09932,956606309,,
14832,3572,2016,See Below,2015-12-30 22:15:27.097035,2015-12-30 22:15:27.097035,956606309,,
14833,3578,2016,See Below,2015-12-30 22:15:39.434454,2015-12-30 22:15:39.434454,956606309,,
14834,3584,2016,See Below,2015-12-30 22:15:53.384055,2015-12-30 22:15:53.384055,956606309,,
14838,3685,2016,See Below,2015-12-30 22:16:38.590001,2015-12-30 22:16:38.590001,956606309,,
14840,3736,2016,See Below,2015-12-30 22:17:04.369469,2015-12-30 22:17:04.369469,956606309,,
14841,3737,2016,See Below,2015-12-30 22:17:13.892069,2015-12-30 22:17:13.892069,956606309,,
14842,3740,2016,See Below,2015-12-30 22:17:23.222633,2015-12-30 22:17:23.222633,956606309,,
14843,4103,2016,See Below,2015-12-30 22:17:37.227891,2015-12-30 22:17:37.227891,956606309,,
14844,5597,2016,See Below,2015-12-30 22:17:46.099353,2015-12-30 22:17:46.099353,956606309,,
14845,4092,2016,See Below,2015-12-30 22:17:57.801367,2015-12-30 22:17:57.801367,956606309,,
14847,4077,2016,See Below,2015-12-30 22:18:15.430025,2015-12-30 22:18:15.430025,956606309,,
14848,4072,2016,See Below,2015-12-30 22:18:24.424258,2015-12-30 22:18:24.424258,956606309,,
14849,4083,2016,See Below,2015-12-30 22:18:34.925514,2015-12-30 22:18:34.925514,956606309,,
14851,5577,2016,See Below,2015-12-30 22:19:00.895969,2015-12-30 22:19:00.895969,956606309,,
14852,4038,2016,See Below,2015-12-30 22:19:11.455758,2015-12-30 22:19:11.455758,956606309,,
14854,4016,2016,See Below,2015-12-30 22:19:32.03738,2015-12-30 22:19:32.03738,956606309,,
14858,3899,2016,See Below,2015-12-30 22:21:39.70857,2015-12-30 22:21:39.70857,956606309,,
14859,3852,2016,See Below,2015-12-30 22:21:58.2442,2015-12-30 22:21:58.2442,956606309,,
14861,3810,2016,See Below,2015-12-30 22:22:19.668589,2015-12-30 22:22:19.668589,956606309,,
14862,3819,2016,See Below,2015-12-30 22:22:32.556655,2015-12-30 22:22:32.556655,956606309,,
14869,4864,2016,See Below,2015-12-30 22:24:27.483463,2015-12-30 22:24:27.483463,956606309,,
14870,6121,2016,See Below,2015-12-30 22:24:35.841971,2015-12-30 22:24:35.841971,956606309,,
14871,4784,2016,See Below,2015-12-30 22:24:46.574531,2015-12-30 22:24:46.574531,956606309,,
14872,4783,2016,See Below,2015-12-30 22:24:55.993692,2015-12-30 22:24:55.993692,956606309,,
14874,4708,2016,See Below,2015-12-30 22:25:14.373896,2015-12-30 22:25:14.373896,956606309,,
14876,4586,2016,See Below,2015-12-30 22:25:37.112329,2015-12-30 22:25:37.112329,956606309,,
14878,4484,2016,See Below,2015-12-30 22:25:55.825805,2015-12-30 22:25:55.825805,956606309,,
14882,4350,2016,See Below,2015-12-30 22:26:40.169399,2015-12-30 22:26:40.169399,956606309,,
14883,4349,2016,See Below,2015-12-30 22:26:48.20938,2015-12-30 22:26:48.20938,956606309,,
14884,4314,2016,See Below,2015-12-30 22:27:00.927967,2015-12-30 22:27:00.927967,956606309,,
14885,4234,2016,See Below,2015-12-30 22:27:25.910089,2015-12-30 22:27:25.910089,956606309,,
14887,4223,2016,See Below,2015-12-30 22:27:51.110476,2015-12-30 22:27:51.110476,956606309,,
14894,4819,2016,See Below,2015-12-30 22:29:06.099446,2015-12-30 22:29:06.099446,956606309,,
14895,4820,2016,See Below,2015-12-30 22:29:16.149279,2015-12-30 22:29:16.149279,956606309,,
14898,4966,2016,See Below,2015-12-30 22:29:54.023442,2015-12-30 22:29:54.023442,956606309,,
14899,5010,2016,See Below,2015-12-30 22:30:05.363786,2015-12-30 22:30:05.363786,956606309,,
14900,5026,2016,See Below,2015-12-30 22:30:14.21464,2015-12-30 22:30:14.21464,956606309,,
14905,5105,2016,See Below,2015-12-30 22:31:06.091333,2015-12-30 22:31:06.091333,956606309,,
14906,5218,2016,See Below,2015-12-30 22:31:19.006979,2015-12-30 22:31:19.006979,956606309,,
14794,3225,2016,"1,320.00",2015-12-30 21:56:43.936779,2016-08-11 11:55:47.128827,943965439,,
