id,maintenance_fund_id,year,amount,created_at,updated_at,fee_collection_type_id,how_collected,other_fee_type
2549,2737,2010,$ 450.00,2012-07-16 11:16:40,2012-07-16 11:16:40,943965439,,
2550,2738,2009,$ 470.00,2012-07-16 11:16:41,2012-07-16 11:16:41,943965439,,
2551,2739,2010,"$ 1,200.00",2012-07-16 11:16:41,2012-07-16 11:16:41,943965439,,
2552,2740,2000,100.00 **,2012-07-16 11:16:42,2012-07-16 11:16:42,943965439,,
2553,2741,2010,202.00 P/M,2012-07-16 11:16:42,2012-07-16 11:16:42,715507355,,
2554,2742,2007,180.00 p/6mts,2012-07-16 11:16:43,2012-07-16 11:16:43,425211171,,
2555,2743,2011,SEE BELOW,2012-07-16 11:16:43,2012-07-16 11:16:43,425211171,,
2556,2744,2007,$ 895.00,2012-07-16 11:16:44,2012-07-16 11:16:44,943965439,,
2557,2745,2003,NA,2012-07-16 11:16:44,2012-07-16 11:16:44,425211171,,
2558,2746,2010,SEE BELOW,2012-07-16 11:16:45,2012-07-16 11:16:45,425211171,,
2559,2747,1996,125.00,2012-07-16 11:16:45,2012-07-16 11:16:45,425211171,,
2560,2748,2009,60.00 p/lot,2012-07-16 11:16:46,2012-07-16 11:16:46,943965439,,
2561,2749,1996,VARIES P/M,2012-07-16 11:16:46,2012-07-16 11:16:46,715507355,,
2562,2750,2004,$ 500.00,2012-07-16 11:16:47,2012-07-16 11:16:47,943965439,,
2563,2751,2011,157.68 P/M,2012-07-16 11:16:48,2012-07-16 11:16:48,715507355,,
2564,2752,2008,$ 372.00,2012-07-16 11:16:48,2012-07-16 11:16:48,943965439,,
2565,2753,2010,242.00,2012-07-16 11:16:49,2012-07-16 11:16:49,943965439,,
2566,2754,2007,VARIES,2012-07-16 11:16:49,2012-07-16 11:16:49,715507355,,
2567,2755,2011,SEE BELOW,2012-07-16 11:16:50,2012-07-16 11:16:50,425211171,,
2568,2756,2012,363.00,2012-07-16 11:16:50,2012-12-20 21:39:52,425211171,,
2569,2757,2011,SEE BELOW,2012-07-16 11:16:51,2012-07-16 11:16:51,425211171,,
2570,2758,2011,$ 363.00,2012-07-16 11:16:51,2012-07-16 11:16:51,943965439,,
2571,2759,1995,VARIES,2012-07-16 11:16:52,2012-07-16 11:16:52,715507355,,
2572,2760,2006,$ VARIES P/M,2012-07-16 11:16:52,2012-07-16 11:16:52,715507355,,
2573,2761,2007,SEE BELOW,2012-07-16 11:16:53,2012-07-16 11:16:53,425211171,,
2574,2762,2007,xxxxxx P/M,2012-07-16 11:16:53,2012-07-16 11:16:53,715507355,,
2575,2763,2011,SEE BELOW,2012-07-16 11:16:54,2012-07-16 11:16:54,425211171,,
2576,2764,2010,850.50,2012-07-16 11:16:54,2012-07-16 11:16:54,86044396,,
2577,2765,2011,460.00,2012-07-16 11:16:55,2012-07-16 11:16:55,943965439,,
2578,2766,2001,"3,000.00",2012-07-16 11:16:55,2012-07-16 11:16:55,943965439,,
2579,2767,2011,460.00,2012-07-16 11:16:56,2012-07-16 11:16:56,943965439,,
2580,2768,2011,200.00,2012-07-16 11:16:56,2012-07-16 11:16:56,943965439,,
2581,2769,2011,VARIES,2012-07-16 11:16:57,2012-07-16 11:16:57,943965439,,
2582,2770,2011,460.00,2012-07-16 11:16:58,2012-07-16 11:16:58,943965439,,
2583,2771,2011,SEE BELOW,2012-07-16 11:16:58,2012-07-16 11:16:58,425211171,,
2584,2772,2011,387.75/varies,2012-07-16 11:17:00,2012-07-16 11:17:00,943965439,,
2585,2773,2011,SEE BELOW,2012-07-16 11:17:00,2012-07-16 11:17:00,425211171,,
2586,2774,1994,NONE ASSESSED,2012-07-16 11:17:01,2012-07-16 11:17:01,425211171,,
2587,2775,2008,45.00,2012-07-16 11:17:01,2012-07-16 11:17:01,943965439,,
2588,2776,1992,NONE ASSESSED,2012-07-16 11:17:02,2012-07-16 11:17:02,425211171,,
2589,2777,2009,SEE BELOW,2012-07-16 11:17:02,2012-07-16 11:17:02,425211171,,
2590,2778,2000,NA,2012-07-16 11:17:03,2012-07-16 11:17:03,943965439,,
2591,2779,2011,SEE BELOW,2012-07-16 11:17:04,2012-07-16 11:17:04,425211171,,
2592,2780,2011,SEE BELOW,2012-07-16 11:17:04,2012-07-16 11:17:04,425211171,,
2593,2781,2009,SEE BELOW,2012-07-16 11:17:05,2012-07-16 11:17:05,425211171,,
2594,2782,1999,190.00,2012-07-16 11:17:05,2012-07-16 11:17:05,943965439,,
2595,2783,2009,NA,2012-07-16 11:17:06,2012-07-16 11:17:06,943965439,,
2596,2784,2011,SEE BELOW,2012-07-16 11:17:06,2012-07-16 11:17:06,425211171,,
2597,2785,2009,$125.00,2012-07-16 11:17:07,2012-07-16 11:17:07,715507355,,
2598,2786,2007,SEE BELOW,2012-07-16 11:17:07,2012-07-16 11:17:07,425211171,,
2599,2787,2011,$ VARIES,2012-07-16 11:17:08,2012-07-16 11:17:08,715507355,,
2600,2788,2011,VARIES P/M,2012-07-16 11:17:08,2012-07-16 11:17:08,715507355,,
2601,2789,2010,242.00,2012-07-16 11:17:09,2012-07-16 11:17:09,943965439,,
2602,2790,1997,VARIES P/M,2012-07-16 11:17:09,2012-07-16 11:17:09,715507355,,
2603,2791,2011,300.00,2012-07-16 11:17:10,2012-07-16 11:17:10,943965439,,
2605,2793,2010,$200.00,2012-07-16 11:17:11,2012-07-16 11:17:11,943965439,,
2606,2794,2006,$ VARIES P/M,2012-07-16 11:17:11,2012-07-16 11:17:11,715507355,,
2607,2795,1998,100.00 P/M,2012-07-16 11:17:13,2012-07-16 11:17:13,715507355,,
2608,2796,2002,VARIES P/M,2012-07-16 11:17:13,2012-07-16 11:17:13,715507355,,
2609,2797,2011,VARIES P/M,2012-07-16 11:17:14,2012-07-16 11:17:14,715507355,,
2610,2798,2005,NA,2012-07-16 11:17:14,2012-07-16 11:17:14,943965439,,
2611,2799,2007,VARIESP/M,2012-07-16 11:17:15,2012-07-16 11:17:15,715507355,,
2612,2800,2011,385.83,2012-07-16 11:17:15,2012-07-16 11:17:15,943965439,,
2613,2801,2004,$ 400.00,2012-07-16 11:17:16,2012-07-16 11:17:16,943965439,,
2614,2803,2011,$ 475.00,2012-07-16 11:17:17,2012-07-16 11:17:17,943965439,,
2616,2805,2007,50.00,2012-07-16 11:17:18,2012-07-16 11:17:18,943965439,,
2617,2806,2011,225.00/450.00,2012-07-16 11:17:18,2012-07-16 11:17:18,943965439,,
2618,2807,2005,120.00,2012-07-16 11:17:19,2013-02-08 16:45:48,895066696,,
2619,2808,2007,120.00,2012-07-16 11:17:19,2013-02-08 16:46:12,895066696,,
2620,2809,1995,NONE ASSESSED,2012-07-16 11:17:20,2012-07-16 11:17:20,425211171,,
2621,2810,2010,$ 305.00 H/O,2012-07-16 11:17:20,2012-07-16 11:17:20,943965439,,
2622,2811,2011,SEE BELOW,2012-07-16 11:17:21,2012-07-16 11:17:21,425211171,,
2623,2812,2003,SEE BELOW,2012-07-16 11:17:21,2012-07-16 11:17:21,943965439,,
2624,2813,2011,SEE BELOW,2012-07-16 11:17:22,2012-07-16 11:17:22,425211171,,
2625,2814,1995,375.00 P/QTR,2012-07-16 11:17:22,2012-07-16 11:17:22,956606308,,
2626,2815,2008,$ VARIES,2012-07-16 11:17:23,2012-07-16 11:17:23,425211171,,
2627,2816,2008,NA,2012-07-16 11:17:24,2012-07-16 11:17:24,943965439,,
2628,2817,2011,400.00,2012-07-16 11:17:24,2012-07-16 11:17:24,943965439,,
2629,2818,2007,NA,2012-07-16 11:17:25,2012-07-16 11:17:25,715507355,,
2630,2819,2005,VARIES,2012-07-16 11:17:25,2012-07-16 11:17:25,715507355,,
2631,2820,2008,SEE BELOW,2012-07-16 11:17:26,2012-07-16 11:17:26,425211171,,
2632,2821,2006,VARIES,2012-07-16 11:17:26,2012-07-16 11:17:26,715507355,,
2633,2822,2008,375.00 P/QTR,2012-07-16 11:17:27,2012-07-16 11:17:27,956606308,,
2634,2823,1995,375.00 P/QTR,2012-07-16 11:17:27,2012-07-16 11:17:27,956606308,,
2635,2824,2009,$ 100.00 pm,2012-07-16 11:17:28,2012-07-16 11:17:28,715507355,,
2636,2825,2001,NA,2012-07-16 11:17:28,2012-07-16 11:17:28,425211171,,
2637,2826,2011,485.00 pm,2012-07-16 11:17:29,2012-07-16 11:17:29,715507355,,
2638,2827,2006,300.00 P/QTR,2012-07-16 11:17:29,2012-07-16 11:17:29,956606308,,
2639,2828,2010,175.00 P/6MTH,2012-07-16 11:17:30,2012-07-16 11:17:30,86044396,,
2640,2829,2008,$400.00 p/qtr,2012-07-16 11:17:30,2012-07-16 11:17:30,956606308,,
2641,2830,1997,630.00,2012-07-16 11:17:31,2012-07-16 11:17:31,943965439,,
2642,2831,2011,SEE BELOW,2012-07-16 11:17:31,2012-07-16 11:17:31,425211171,,
2643,2832,2007,NA,2012-07-16 11:17:32,2012-07-16 11:17:32,425211171,,
2644,2833,2000,VARIES P/M,2012-07-16 11:17:32,2012-07-16 11:17:32,715507355,,
2645,2834,2000,NONE ASSESSED,2012-07-16 11:17:33,2012-07-16 11:17:33,425211171,,
2646,2835,2010,"$ 1,530.00",2012-07-16 11:17:34,2012-07-16 11:17:34,943965439,,
2647,2836,2011,115.62,2012-07-16 11:17:34,2012-07-16 11:17:34,425211171,,
2648,2837,2011,SEE BELOW,2012-07-16 11:17:35,2012-07-16 11:17:35,425211171,,
2649,2838,2000,NA,2012-07-16 11:17:35,2012-07-16 11:17:35,425211171,,
2650,2840,2011,$ 580.80,2012-07-16 11:17:36,2012-07-16 11:17:36,943965439,,
2651,2841,1994,NA,2012-07-16 11:17:36,2012-07-16 11:17:36,425211171,,
2652,2842,2005,VARIES P/M,2012-07-16 11:17:37,2012-07-16 11:17:37,715507355,,
2653,2843,2011,VARIES P/M,2012-07-16 11:17:38,2012-07-16 11:17:38,715507355,,
2654,2844,2008,306.07,2012-07-16 11:17:38,2012-07-16 11:17:38,943965439,,
2655,2845,2001,688.26,2012-07-16 11:17:39,2012-07-16 11:17:39,943965439,,
2656,2846,2012,"1,050.00",2012-07-16 11:17:39,2012-07-16 11:17:39,943965439,,
2657,2847,1995,975.00,2012-07-16 11:17:40,2012-07-16 11:17:40,943965439,,
2658,2848,2011,VARIES P/M,2012-07-16 11:17:40,2012-07-16 11:17:40,715507355,,
2659,2849,2010,260.00,2012-07-16 11:17:41,2012-07-16 11:17:41,943965439,,
2660,2850,2010,56.02,2012-07-16 11:17:41,2012-07-16 11:17:41,943965439,,
2661,2851,2011,SEE BELOW,2012-07-16 11:17:42,2012-07-16 11:17:42,425211171,,
2662,2852,1998,480.00,2012-07-16 11:17:42,2012-07-16 11:17:42,943965439,,
2663,2853,1996,70.00,2012-07-16 11:17:43,2012-07-16 11:17:43,943965439,,
2664,2854,2002,NA,2012-07-16 11:17:43,2012-07-16 11:17:43,425211171,,
2665,2855,2010,$ 450.00,2012-07-16 11:17:44,2012-07-16 11:17:44,425211171,,
2666,2856,2010,VARIES P/M,2012-07-16 11:17:44,2012-07-16 11:17:44,715507355,,
2667,2857,2011,375.00,2012-07-16 11:17:45,2012-07-16 11:17:45,943965439,,
2668,2858,2000,$ 600.00,2012-07-16 11:17:45,2012-07-16 11:17:45,943965439,,
2669,2859,2007,375.00,2012-07-16 11:17:46,2012-07-16 11:17:46,943965439,,
2670,2860,2002,varies,2012-07-16 11:17:47,2012-07-16 11:17:47,943965439,,
2671,2861,2000,628.85,2012-07-16 11:17:48,2012-07-16 11:17:48,943965439,,
2672,2862,1991,NONE ASSESSED,2012-07-16 11:17:48,2012-07-16 11:17:48,425211171,,
2673,2863,2010,440.00,2012-07-16 11:17:49,2012-07-16 11:17:49,943965439,,
2674,2864,2011,SEE BELOW,2012-07-16 11:17:49,2012-07-16 11:17:49,425211171,,
2675,2865,2010,SEE BELOW,2012-07-16 11:17:50,2012-07-16 11:17:50,425211171,,
2676,2866,2011,60.00,2012-07-16 11:17:50,2012-07-16 11:17:50,943965439,,
2677,2867,2011,"2,475.00",2012-07-16 11:17:51,2012-07-16 11:17:51,943965439,,
2678,2868,1997,440.00,2012-07-16 11:17:51,2012-07-16 11:17:51,943965439,,
2679,2869,2010,625.00,2012-07-16 11:17:52,2012-07-16 11:17:52,943965439,,
2680,2870,1990,NONE ASSESSED,2012-07-16 11:17:52,2012-07-16 11:17:52,425211171,,
2681,2871,2009,SEE BELOW,2012-07-16 11:17:53,2012-07-16 11:17:53,425211171,,
2682,2872,2011,SEE BELOW,2012-07-16 11:17:53,2012-07-16 11:17:53,425211171,,
2683,2873,2011,200.00,2012-07-16 11:17:54,2012-07-16 11:17:54,943965439,,
2684,2874,2010,$ 40.00,2012-07-16 11:17:54,2012-07-16 11:17:54,425211171,,
2685,2875,2010,$ 200.00,2012-07-16 11:17:55,2012-07-16 11:17:55,943965439,,
2686,2876,2009,$ 425.00,2012-07-16 11:17:56,2012-07-16 11:17:56,943965439,,
2687,2877,2011,$ 934.00,2012-07-16 11:17:56,2012-07-16 11:17:56,943965439,,
2688,2878,2011,SEE BELOW,2012-07-16 11:17:57,2012-07-16 11:17:57,425211171,,
2689,2879,1994,NA,2012-07-16 11:17:57,2012-07-16 11:17:57,425211171,,
2690,2880,2011,varies P/M,2012-07-16 11:17:58,2012-07-16 11:17:58,715507355,,
2691,2881,1998,380.00,2012-07-16 11:17:59,2012-07-16 11:17:59,943965439,,
2692,2882,2011,$ 220.00,2012-07-16 11:17:59,2012-07-16 11:17:59,943965439,,
2693,2883,2009,330.00,2012-07-16 11:18:00,2012-07-16 11:18:00,943965439,,
2694,2884,2011,450.0,2012-07-16 11:18:00,2012-07-16 11:18:00,943965439,,
2695,2885,1998,VARIES P/M,2012-07-16 11:18:01,2012-07-16 11:18:01,715507355,,
2696,2886,2011,440.00,2012-07-16 11:18:01,2012-07-16 11:18:01,943965439,,
2697,2887,2011,SEE BELOW,2012-07-16 11:18:02,2012-07-16 11:18:02,425211171,,
2698,2888,2009,$ 24.00,2012-07-16 11:18:02,2012-07-16 11:18:02,943965439,,
2699,2889,2009,"$ 2,400.00",2012-07-16 11:18:03,2012-07-16 11:18:03,425211171,,
2700,2890,2012,350.00,2012-07-16 11:18:03,2012-12-12 21:20:44,943965439,,
2701,2891,2011,298/325,2012-07-16 11:18:04,2012-07-16 11:18:04,943965439,,
2702,2892,2009,"1,663.00",2012-07-16 11:18:04,2012-07-16 11:18:04,943965439,,
2703,2893,2011,238.00 P/M,2012-07-16 11:18:05,2012-07-16 11:18:05,715507355,,
2704,2894,2011,SEE BELOW,2012-07-16 11:18:05,2012-07-16 11:18:05,425211171,,
2705,2895,2009,450.00,2012-07-16 11:18:06,2012-07-16 11:18:06,943965439,,
2706,2896,2009,230.00 P/M,2012-07-16 11:18:07,2012-07-16 11:18:07,715507355,,
2707,2897,2004,$ VARIES,2012-07-16 11:18:07,2012-07-16 11:18:07,943965439,,
2708,2898,2004,766.10,2012-07-16 11:18:08,2012-07-16 11:18:08,943965439,,
2709,2899,2005,$ VARIES,2012-07-16 11:18:08,2012-07-16 11:18:08,943965439,,
2710,2900,2011,251.00,2012-07-16 11:18:09,2012-07-16 11:18:09,943965439,,
2711,2901,2002,75.00,2012-07-16 11:18:09,2012-07-16 11:18:09,715507355,,
2712,2902,2011,215.00,2012-07-16 11:18:10,2012-07-16 11:18:10,943965439,,
2713,2903,2006,NA,2012-07-16 11:18:10,2012-07-16 11:18:10,715507355,,
2714,2904,1999,VARIES,2012-07-16 11:18:11,2012-07-16 11:18:11,715507355,,
2715,2905,1999,VARIES,2012-07-16 11:18:11,2012-07-16 11:18:11,715507355,,
2716,2906,2007,NA,2012-07-16 11:18:12,2012-07-16 11:18:12,715507355,,
2717,2907,2012,$ 375.00,2012-07-16 11:18:12,2012-07-16 11:18:12,943965439,,
2718,2908,2011,$ 480.00,2012-07-16 11:18:13,2012-07-16 11:18:13,943965439,,
2719,2909,1997,150.00 P/QTR.,2012-07-16 11:18:13,2012-07-16 11:18:13,956606308,,
2720,2910,2011,$ 300.00,2012-07-16 11:18:14,2012-07-16 11:18:14,943965439,,
2721,2911,2011,450.00,2012-07-16 11:18:14,2012-07-16 11:18:14,425211171,,
2722,2913,2010,495.00,2012-07-16 11:18:15,2012-07-16 11:18:15,943965439,,
2723,2914,2011,450.00,2012-07-16 11:18:16,2012-07-16 11:18:16,943965439,,
2724,2915,2010,460.00,2012-07-16 11:18:16,2012-07-16 11:18:16,943965439,,
2725,2916,2011,$ 315.00,2012-07-16 11:18:17,2012-07-16 11:18:17,943965439,,
2726,2917,2011,"1,208.00",2012-07-16 11:18:17,2012-07-16 11:18:17,943965439,,
2727,2918,2004,"2,890.00",2012-07-16 11:18:18,2012-07-16 11:18:18,943965439,,
2728,2919,2010,"$ 3,074.00",2012-07-16 11:18:18,2012-07-16 11:18:18,943965439,,
2729,2920,2011,236.00,2012-07-16 11:18:19,2012-07-16 11:18:19,943965439,,
2730,2921,1996,VARIES,2012-07-16 11:18:20,2012-07-16 11:18:20,943965439,,
2731,2922,2010,$ 450.00,2012-07-16 11:18:20,2012-07-16 11:18:20,943965439,,
2732,2923,2001,534.48,2012-07-16 11:18:21,2012-07-16 11:18:21,943965439,,
2733,2924,2011,$ 465.00,2012-07-16 11:18:21,2012-07-16 11:18:21,943965439,,
2734,2925,2007,"3,245.00",2012-07-16 11:18:22,2012-07-16 11:18:22,943965439,,
2735,2926,2009,325.00,2012-07-16 11:18:22,2012-07-16 11:18:22,943965439,,
2736,2927,2011,SEE BELOW,2012-07-16 11:18:23,2012-07-16 11:18:23,425211171,,
2737,2928,2007,NA,2012-07-16 11:18:23,2012-07-16 11:18:23,943965439,,
2738,2929,2002,700.00,2012-07-16 11:18:24,2012-07-16 11:18:24,943965439,,
2739,2930,2011,385.00,2012-07-16 11:18:24,2012-07-16 11:18:24,943965439,,
2740,2931,2011,$ 265.00,2012-07-16 11:18:25,2012-07-16 11:18:25,943965439,,
2741,2932,2011,$ 340.00,2012-07-16 11:18:26,2012-07-16 11:18:26,943965439,,
2742,2933,2009,NA,2012-07-16 11:18:26,2012-07-16 11:18:26,956606308,,
2743,2934,2007,VARIES,2012-07-16 11:18:27,2012-07-16 11:18:27,943965439,,
2744,2935,1995,145.00,2012-07-16 11:18:27,2012-07-16 11:18:27,943965439,,
2745,2936,2002,NA,2012-07-16 11:18:28,2012-07-16 11:18:28,425211171,,
2746,2937,2008,VARIES P/M,2012-07-16 11:18:28,2012-07-16 11:18:28,715507355,,
2747,2938,2011,322.00,2012-07-16 11:18:29,2012-07-16 11:18:29,943965439,,
2748,2939,2011,SEE BELOW,2012-07-16 11:18:29,2012-07-16 11:18:29,425211171,,
2749,2940,2011,SEE BELOW,2012-07-16 11:18:30,2012-07-16 11:18:30,425211171,,
2750,2941,1996,VARIES,2012-07-16 11:18:30,2012-07-16 11:18:30,943965439,,
2751,2942,2009,SEE BELOW,2012-07-16 11:18:31,2012-07-16 11:18:31,425211171,,
2752,2943,1990,60.00,2012-07-16 11:18:31,2012-07-16 11:18:31,943965439,,
2753,2944,1995,100.00,2012-07-16 11:18:32,2012-07-16 11:18:32,425211171,,
2754,2945,2010,$ 500.00,2012-07-16 11:18:32,2012-07-16 11:18:32,943965439,,
2755,2946,2008,200.00,2012-07-16 11:18:33,2012-07-16 11:18:33,943965439,,
2756,2947,2009,$ 150.00,2012-07-16 11:18:34,2012-07-16 11:18:34,425211171,,
2757,2948,2007,$ 24.00,2012-07-16 11:18:34,2012-07-16 11:18:34,943965439,,
2758,2949,2011,200.00*,2012-07-16 11:18:35,2012-07-16 11:18:35,943965439,,
2759,2950,2011,SEE BELOW,2012-07-16 11:18:35,2012-07-16 11:18:35,425211171,,
2760,2951,2003,540.00,2012-07-16 11:18:36,2012-07-16 11:18:36,943965439,,
2761,2952,2011,440.00,2012-07-16 11:18:36,2012-07-16 11:18:36,943965439,,
2762,2953,2011,530.00,2012-07-16 11:18:37,2012-07-16 11:18:37,943965439,,
2763,2954,2010,VARIES P/M,2012-07-16 11:18:37,2012-07-16 11:18:37,715507355,,
2764,2955,2011,143.75 P/QTR,2012-07-16 11:18:38,2012-07-16 11:18:38,956606308,,
2765,2956,2011,375.00,2012-07-16 11:18:38,2012-07-16 11:18:38,943965439,,
2766,2957,2011,290.00 P/6MTS,2012-07-16 11:18:39,2012-07-16 11:18:39,425211171,,
2767,2958,2000,NONE ASSESSED,2012-07-16 11:18:39,2012-07-16 11:18:39,425211171,,
2768,2959,2011,SEE BELOW,2012-07-16 11:18:40,2012-07-16 11:18:40,425211171,,
2769,2960,2010,$ 240.00,2012-07-16 11:18:40,2012-07-16 11:18:40,425211171,,
2770,2961,2011,249.00,2012-07-16 11:18:41,2012-07-16 11:18:41,943965439,,
2771,2962,2005,$ VARIES,2012-07-16 11:18:41,2012-07-16 11:18:41,425211171,,
2772,2963,2001,NA,2012-07-16 11:18:42,2012-07-16 11:18:42,425211171,,
2773,2964,2012,650.00,2012-07-16 11:18:42,2012-10-28 16:33:52,943965439,,
2774,2965,1999,NONE ASSESSED,2012-07-16 11:18:43,2012-07-16 11:18:43,943965439,,
2775,2966,2011,SEE BELOW,2012-07-16 11:18:43,2012-07-16 11:18:43,425211171,,
2776,2967,2010,260.00 p/6mo,2012-07-16 11:18:44,2012-07-16 11:18:44,86044396,,
2777,2968,2011,SEE BELOW,2012-07-16 11:18:45,2012-07-16 11:18:45,425211171,,
2778,2969,2003,$ 68.00,2012-07-16 11:18:45,2012-07-16 11:18:45,943965439,,
2779,2970,1995,NONE ASSESSED,2012-07-16 11:18:46,2012-07-16 11:18:46,425211171,,
2780,2971,2011,120.00 P/QTR,2012-07-16 11:18:46,2012-07-16 11:18:46,956606308,,
2781,2972,1996,300.00,2012-07-16 11:18:47,2012-07-16 11:18:47,943965439,,
2782,2973,2011,353.00,2012-07-16 11:18:47,2012-07-16 11:18:47,943965439,,
2783,2974,2006,525.00,2012-07-16 11:18:48,2012-07-16 11:18:48,943965439,,
2784,2975,2010,84.00,2012-07-16 11:18:48,2012-07-16 11:18:48,943965439,,
2785,2976,2007,NA,2012-07-16 11:18:49,2012-07-16 11:18:49,425211171,,
2786,2977,2010,"1,180.00",2012-07-16 11:18:49,2012-07-16 11:18:49,943965439,,
2787,2978,2011,424.00,2012-07-16 11:18:50,2012-07-16 11:18:50,943965439,,
2788,2979,2010,VARIES pm,2012-07-16 11:18:50,2012-07-16 11:18:50,715507355,,
2789,2980,2010,SEE BELOW,2012-07-16 11:18:51,2012-07-16 11:18:51,425211171,,
2790,2981,1992,86.53 P/M,2012-07-16 11:18:51,2012-07-16 11:18:51,715507355,,
2791,2982,1992,86.53 P/M,2012-07-16 11:18:52,2012-07-16 11:18:52,715507355,,
2792,2983,2010,$ VARIES,2012-07-16 11:18:52,2012-07-16 11:18:52,943965439,,
2793,2984,2008,300.00,2012-07-16 11:18:53,2012-07-16 11:18:53,943965439,,
2794,2985,2002,$ 350.00,2012-07-16 11:18:53,2012-07-16 11:18:53,943965439,,
2795,2986,2011,SEE BELOW,2012-07-16 11:18:54,2012-07-16 11:18:54,425211171,,
2796,2987,2011,"2,395.00",2012-07-16 11:18:55,2012-07-16 11:18:55,943965439,,
2797,2988,2008, 450.00 P/QTR,2012-07-16 11:18:55,2013-02-12 17:36:21,547497026,,
2798,2989,2011,SEE BELOW,2012-07-16 11:18:56,2012-07-16 11:18:56,425211171,,
2799,2990,2009,$ 484.00,2012-07-16 11:18:56,2012-07-16 11:18:56,943965439,,
2800,2991,2007,SEE BELOW,2012-07-16 11:18:57,2012-07-16 11:18:57,425211171,,
2801,2992,2011,"1,308.00",2012-07-16 11:18:57,2012-07-16 11:18:57,943965439,,
2802,2993,2006,VARIES P/M,2012-07-16 11:18:58,2012-07-16 11:18:58,715507355,,
2803,2994,2011,SEE BELOW,2012-07-16 11:18:58,2012-07-16 11:18:58,425211171,,
2804,2995,2010,SEE BELOW,2012-07-16 11:18:59,2012-07-16 11:18:59,425211171,,
2805,2996,2008,191.68,2012-07-16 11:18:59,2012-07-16 11:18:59,943965439,,
2806,2997,2006,$ 85.00,2012-07-16 11:19:00,2012-07-16 11:19:00,425211171,,
2807,2998,2007,149.99,2012-07-16 11:19:00,2012-07-16 11:19:00,715507355,,
2808,2999,2009,SEE BELOW,2012-07-16 11:19:01,2012-07-16 11:19:01,425211171,,
2809,3000,2011,$ 180.00,2012-07-16 11:19:01,2012-07-16 11:19:01,943965439,,
2810,3001,2011,$ 550.00,2012-07-16 11:19:02,2012-07-16 11:19:02,943965439,,
2811,3002,2008,SEE BELOW,2012-07-16 11:19:03,2012-07-16 11:19:03,425211171,,
2812,3003,2011,998.25,2012-07-16 11:19:03,2012-07-16 11:19:03,943965439,,
2813,3004,2011,265.00,2012-07-16 11:19:04,2012-07-16 11:19:04,943965439,,
2814,3005,2011,900.00,2012-07-16 11:19:04,2012-07-16 11:19:04,943965439,,
2815,3006,2011,387.92,2012-07-16 11:19:05,2012-07-16 11:19:05,943965439,,
2816,3007,2008,240.94,2012-07-16 11:19:05,2012-07-16 11:19:05,715507355,,
2817,3009,2009,$ VARIES P/M,2012-07-16 11:19:06,2012-07-16 11:19:06,715507355,,
2818,3010,2008,VARIES P/M,2012-07-16 11:19:06,2012-07-16 11:19:06,715507355,,
2819,3011,2011,$ 625.00,2012-07-16 11:19:07,2012-07-16 11:19:07,943965439,,
2820,3012,2011,$ VARIES**,2012-07-16 11:19:07,2012-07-16 11:19:07,956606308,,
2821,3013,2011,450.00**,2012-07-16 11:19:08,2012-07-16 11:19:08,943965439,,
2822,3014,1995,"1,653.00",2012-07-16 11:19:09,2012-07-16 11:19:09,425211171,,
2823,3015,1997,200.00,2012-07-16 11:19:09,2012-07-16 11:19:09,943965439,,
2824,3016,2010,195.00 P/M,2012-07-16 11:19:10,2012-07-16 11:19:10,715507355,,
2825,3017,2011,967.50,2012-07-16 11:19:10,2012-07-16 11:19:10,943965439,,
2826,3018,2000,510.00,2012-07-16 11:19:11,2012-07-16 11:19:11,943965439,,
2827,3019,2001,"1,800.00",2012-07-16 11:19:11,2012-07-16 11:19:11,943965439,,
2828,3020,2010,VARIES,2012-07-16 11:19:12,2012-07-16 11:19:12,715507355,,
2829,3022,2000,660.00,2012-07-16 11:19:12,2012-07-16 11:19:12,943965439,,
2830,3023,2011,$ 180.00,2012-07-16 11:19:13,2012-07-16 11:19:13,86044396,,
2831,3024,2004,425.00,2012-07-16 11:19:13,2012-07-16 11:19:13,943965439,,
2832,3025,2011,600.00,2012-07-16 11:19:14,2012-07-16 11:19:14,943965439,,
2833,3026,2009,175.00,2012-07-16 11:19:15,2012-07-16 11:19:15,715507355,,
2834,3027,2001,240.00,2012-07-16 11:19:15,2012-07-16 11:19:15,943965439,,
2835,3028,2011,VARIES P/M,2012-07-16 11:19:16,2012-07-16 11:19:16,715507355,,
2836,3029,1994,180.00,2012-07-16 11:19:16,2012-07-16 11:19:16,715507355,,
2837,3030,2011,210.00,2012-07-16 11:19:17,2012-07-16 11:19:17,943965439,,
2838,3031,2011,SEE BELOW,2012-07-16 11:19:17,2012-07-16 11:19:17,425211171,,
2839,3032,1998,132.00 R/RT,2012-07-16 11:19:18,2012-07-16 11:19:18,943965439,,
2840,3033,2009,SEE BELOW,2012-07-16 11:19:19,2012-07-16 11:19:19,425211171,,
2841,3034,2011,$ 354.46,2012-07-16 11:19:19,2012-07-16 11:19:19,943965439,,
2842,3036,2010,SEE BELOW,2012-07-16 11:19:20,2012-07-16 11:19:20,425211171,,
2843,3037,1992,NA,2012-07-16 11:19:20,2012-07-16 11:19:20,425211171,,
2844,3038,2010,SEE BELOW,2012-07-16 11:19:21,2012-07-16 11:19:21,425211171,,
